Review #,Brand,Variety,Style,Country,Stars,T,code
2049,Ottogi,Ramyon Sabor A Res,Pack,Mexico,3.5,,MEX
212,Maruchan,Yakisoba Roast chicken,Tray,United States,3.75,,USA
2123,Nissin,Cup Noodles Tom Yum Shrimp Sabb Flavour,Cup,Thailand,5,,THA
2871,Island Foods,Chiba · Matsudo Tsukemen (Dipping noodles) – Chuka Soba Tomita,Box,Japan,5,,JPN
3029,Maruchan,Yakisoba Meijin Shio,Tray,Japan,2.5,,JPN
1653,MyOri,Malaysia Penang Green Curry Rice Vermicelli,Pack,Malaysia,5,,MYS
138,Unif,100 Furong Shrimp,Pack,Taiwan,3,,CHN
2667,Nissin,Okinawa Soba,Bowl,Japan,3.5,,JPN
1926,Nissin,Bowl Noodles Hot & Spicy Chicken Flavor Less Sodium Ramen Noodle Soup,Bowl,United States,4,,USA
2169,Happy Family,Vegetable Flavour Instant Noodles,Pack,Singapore,4,,SGP
2706,Wei Lih,GGE Ramen Snack Tempura Flavor,Pack,Taiwan,5,,CHN
1754,Paldo,King Bowl Super Spicy Pan Stirfried Noodle,Bowl,South Korea,5,,KOR
3501,Yatekomo,Pollo Con Soja,Pack,Spain,3.5,,ESP
511,Menraku,Miso,Bowl,Japan,2.75,,JPN
3531,Maruchan,Karamuro Style Black Yakisoba,Tray,Japan,4.5,,JPN
1830,Tseng Noodles,Sichuan Pepper Flavor,Pack,Taiwan,4.75,,CHN
1360,Mamee,Monster BBQ Flavour Snack Noodles,Pack,Malaysia,3.75,,MYS
2408,Mama Pat's,Chicken Taco Flavor Instant Ramen Noodles,Pack,United States,3.75,,USA
2933,Maruchan,Soup Curtry Wonton,Cup,Japan,2.5,,JPN
3823,Nissin,Cup Noodles Stir-Fry Hot Garlic Chicken,Cup,United States,4,,USA
1204,Nissin,Cup Noodles Sabor A Gallina,Cup,Colombia,3.5,,COL
3021,Itsuki,Sapporo 'Miso' Ramen,Pack,Japan,3.75,,JPN
3174,TIEasy,Sesame Sauce Handmade Noodle,Pack,Taiwan,3.75,,CHN
2199,Mr. Lee's Noodles,Tai Chi Chicken,Cup,UK,3,,GBR
524,Nissin,Cup Noodles Spicy Seafood,Cup,Hong Kong,3.75,,HKG
3847,Chef Woo,Thai Lemongrass Ramen,Cup,United States,3,,USA
3588,Sapporo Ichiban,Soup Curry Taste Ramen,Cup,Japan,3.5,,JPN
3306,Itsuki,Tempura Soba,Pack,Japan,4.5,,JPN
2939,Tapatio,Ramen Noodle Soup Original Flavor,Bowl,United States,4.5,,USA
960,Nissin,Bowl Noodles Hot & Spicy Super Picante,Bowl,United States,3.25,,USA
2277,Goku-Uma,Ramen Noodles Soy Sauce Flavor,Bowl,United States,2.75,,USA
1402,Pop Bihun,Spesial Rasa Kari Ayam Pedas,Pack,Indonesia,3.75,,IDN
3355,Vite Ramen,Garlic Pork Instant Noodle Soup v1.1,Pack,United States,4,,USA
243,Myojo,Udon Hot & Spicy,Pack,Japan,4.5,,JPN
2018,Pulmuone,Noodle With Spicy Oyster Soup,Pack,South Korea,4,,KOR
1101,Eat & Go,Spicy Chicken Mi Instan Cup,Cup,Indonesia,4.25,,IDN
2816,Nissin,Top Ramen Hot Spicy Beef Ramen Noodle Soup,Pack,United States,3,,USA
1892,Ottogi,Cheese Ramen,Pack,South Korea,4,,KOR
876,Sarimi,Soto Koya Pedasss,Pack,Indonesia,3.25,,IDN
1507,Nissin,Chu Qian Yi Ding Prawn Flavour Instant Noodles With Soup Base,Pack,Singapore,3.5,,SGP
989,GS25,Gonghwachun Jjamppong,Pack,South Korea,4,,KOR
3122,Mamee Shinsegae,Daebak Ghost Pepper Spicy Chicken,Cup,Malaysia,3.75,,MYS
1566,Nissin,Cup Noodles Tomato Enjoy Noodles With Hot Soup,Cup,India,3.25,,IND
582,Koyo,Tofu & Miso,Pack,United States,2.5,,USA
2916,Acecook,Ramen Sora - Spicy Miso,Cup,Japan,4.5,,JPN
3597,Shi Zu Ren,Energy Green Sichuan Pepper Instant Vermicelli,Cup,China,3.5,,CHN
1628,Azami,Kimchee Noodle Soup,Cup,Canada,0,,CAN
3902,Sichuan Baijia,Chengdu Sweet Noodle,Pack,China,3.5,,CHN
1755,Mama,Oriental Style Instant Noodles Hot & Spicy Flavour,Pack,Bangladesh,4,,BGD
181,Kamfen,Noodle King Thin Wonton,Pack,China,2,,CHN
1827,Nongshim,Zha Wang ((Jjawang) Noodles With Chajang Sauce,Pack,South Korea,5,,KOR
1453,Nissin,Japanese Ramen Kyushu Black Instant Noodles With Soup Base,Pack,Singapore,5,,SGP
1763,Ishimaru,Tuna Flavor Ramen,Pack,Japan,4.5,,JPN
1242,Thai Pavilion,Garlic Chili Instant Rice Noodles & Sauce,Tray,United States,4,,USA
3701,Single Grain,Chongqing Spicy & Sour Rice Noodles,Cup,China,3.5,,CHN
3882,Shi Zu Ren,Daozai Mian Instant Sour Noodle Soup,Cup,China,3.5,,CHN
3373,Hikari Miso,Harusame Tonkotsu,Pack,Japan,0,,JPN
2510,MyKuali,Penang Red Tom Yum Goong Noodle,Pack,Malaysia,5,,MYS
3734,Maruchan,Black Pork Curry Udon,Cup,Japan,3.5,,JPN
2899,Nissin,Chikin Ramen Rice,Cup,Japan,3.25,,JPN
2833,Myojo,Kurume 80 Year Anniversary Tonkotsu Ramen,Pack,Japan,4.5,,JPN
2584,MyKuali,Penang White Curry Rice Vermicelli Soup,Bowl,Malaysia,4.75,,MYS
3614,Acecook,Wantan Chuka Soba,Cup,Japan,3.75,,JPN
1215,GaGa,Mi Instan Cup Milk Chicken Soup,Cup,Indonesia,4.75,,IDN
1586,J.J.,Snek Mi Perisa Ayam,Pack,Malaysia,3.75,,MYS
2637,Samyang Foods,Jjajang Big Bowl,Bowl,South Korea,4.5,,KOR
3151,Hakubaku,Shoyu Soy Sauce Flavor Ramen,Pack,United States,5,,USA
293,Tiger,Onion Flaver Rice Noodle,Bowl,Taiwan,0,,CHN
3464,Takamori,Agodashi Udon,Pack,Japan,5,,JPN
1138,Tablemark,Downtown Ramen Shop Shoyu,Pack,Japan,4.75,,JPN
3001,Itsuki,Kumamoto Mokkosu Ramen,Pack,Japan,5,,JPN
3833,Nissin,Hot & Spicy Fire Wok Sizzlin' Rich Pork ,Bowl,United States,4,,USA
140,Mama,Mi Goreng,Pack,Thailand,5,,THA
1944,Wei Lih,GGE Noodle Snack Wheat Crackers Hot Spicy,Pack,Taiwan,5,,CHN
56,Doll,Instant Noodles With Sesame Oil & Soup Base,Pack,Hong Kong,1,,HKG
2226,Nagatanien,Hiyashi Soba Taidashi Goma,Pack,Japan,2.75,,JPN
800,Mr. Noodles,Chicken,Pack,Canada,3,,CAN
968,Annie Chun's,Noodle Express Teriyaki,Tray,United States,3,,USA
3876,Kou Da Xiang,Hot & Spicy Mixed Instant Noodle,Box,China,5,,CHN
190,Maggi,Perencah Tom Yam,Pack,Malaysia,2.9,,MYS
1890,Kuriki,Beef Tongue Shio Mayo Ramen,Pack,Japan,4.5,,JPN
163,Vifon,Asian Style Instant Noodles Chicken,Pack,Vietnam,3.5,,VNM
1808,Mama,Vegetarian Instant Cup Noodle Tofu & Shiitake Flavour,Cup,Thailand,3.5,,THA
2761,Red Chef,Green Tom Yum Soup Noodles,Pack,Malaysia,5,,MYS
2900,Vedan,Double Bang Spicy Beef Noodle Soup,Bowl,Taiwan,3.5,,CHN
1115,Nissin,Pan Asian Kitchen Sukiyaki Beef Flavor Savory Soy Sauce Ramen Noodles,Tray,United States,3.75,,USA
2047,Oni Hot Pot,XO Sauce Noodle,Pack,Taiwan,4.5,,CHN
1852,Myojo,Udon Japanese Style Precooked Noodles With Soup Hot & Spicy Flavor,Bowl,United States,3.25,,USA
1178,Nongshim,Shin Black Spicy Pot-au-feu Flavor Premium Noodle Soup,Cup,United States,5,,USA
3312,Teishi,Shaoxing Nuerhong Wine Noodles,Pack,Taiwan,3.5,,CHN
1602,Vina Acecook,Mikochi Tom Yum Flavor Instant Noodles,Pack,Vietnam,3.5,,VNM
95,Wei Lih,Artificial Beef Flavor,Pack,Taiwan,1,,CHN
2085,Fuku,Superior Soup Instant Rice Vermicelli,Bowl,Hong Kong,5,,HKG
3052,Vedan,Jhen Mian Tang Stewed Pork Noodles With Mushroom,Box,Taiwan,5,,CHN
2170,Maruchan,Ramen Noodle soup Mushroom Flavor,Pack,United States,3.75,,USA
2566,Nissin,Demae Ramen Bar Noodle Aka Tonkotsu Flavour Instant Noodle,Pack,Hong Kong,5,,HKG
2068,Maggi,Fusian Special Edition Ow... Ow... Spicy Cow Mi Goreng,Pack,Australia,5,,AUS
1554,ICA,Asia Fast Noodles Snabbnudlar Räksmak,Pack,Sweden,3,,SWE
559,Wai Wai,Quick Tom Yum Shrimp,Cup,Thailand,3,,THA
1794,Vit's,Shallot Chicken Instant Noodles,Pack,Malaysia,3,,MYS
3946,Nissin,Donbei Simple Taste Somen,Bowl,Japan,0,,JPN
176,Paldo,Dosirac Pork,Tray,South Korea,4.125,,KOR
386,US Canning,Fu Chang Chinese Noodle Company Pork Seafood,Tray,United States,0,,USA
3305,Sapporo Ichiban,Cupstar Classic Shoyu Ramen,Cup,Japan,3.25,,JPN
3227,Ebisoba Ichigen,Miso,Box,Japan,5,,JPN
1473,Mama,Instant Cup Noodles Shrimp Tom Yum Flavour (Extreme),Cup,Thailand,5,,THA
2754,Acecook,Rich Miso Ramen,Bowl,Japan,3.75,,JPN
1670,Tropicana Slim,Less Fat Noodles Grilled Chicken,Pack,Indonesia,3.75,,IDN
3577,Sau Tao,E-Fu Noodle Curry Lobster Soup Flavour,Pack,Hong Kong,4,,HKG
292,Paldo,South Korean U Dong,Pack,South Korea,3.75,,KOR
339,Payless,Xtra Big Chilimansi Pancit Canton,Pack,Philippines,4.5,,PHL
1674,Emart,Dare You! Habanero Ramen (New Edition),Cup,South Korea,3.5,,KOR
3111,Maruchan,Soy Milk Tan-Tan Wantanmen,Bowl,Japan,4,,JPN
812,Master Kong,Spicy Beef,Pack,China,3.75,,CHN
3750,Nongshim,Soon Kimchi Noodle Soup,Cup,United States,4,,USA
1462,Wei Lih,Steam Instant Noodles Korean Salt & Rib Soup Flavour,Bowl,Taiwan,2.25,,CHN
3632,Gurimi,Rasa Kaldu Ayam,Pack,Indonesia,3.5,,IDN
150,Chorip Dong,Jjambbong Hot Spicy Seafood,Bowl,South Korea,4.25,,KOR
3646,JML,Instant Yakisoba Ma Jiang,Tray,China,4,,CHN
37,Lucky Me!,Pancit Canton Hot Chili Flavor,Pack,Philippines,3,,PHL
1497,Nissin,Easy Fideos Picante Lime Shrimp Flavor Ramen Noodle Soup,Cup,United States,3.5,,USA
1123,Maruchan,Fresh Yaki-Soba Stir Fry Noodles With Seasoning Sauce Base,Pack,Japan,4.25,,JPN
1034,Western Family,Instant Noodles In A Cup Spicy Chicken,Cup,Canada,2.25,,CAN
2459,Nissin,Cup Noodles MUG Shoyu & Seafood,Pack,Japan,3.5,,JPN
3222,Jinmailang,Vegetable Flavor,Cup,United States,4,,USA
2675,Myojo,Hyobanya Kakitama Udon,Bowl,Japan,4,,JPN
449,Wu Mu,Beef Flavor Ramen,Pack,Taiwan,4.25,,CHN
1090,Amianda,Dried Noodles - Spicy Sauerkraut,Pack,Taiwan,3.25,,CHN
1693,Mama,Instant Noodles coconut Milk Flavour,Cup,Myanmar,5,,MMR
1122,Nagao Noodle,Ramen Kamen Thasos Galle Pork Bone,Pack,Japan,4.25,,JPN
612,Maruchan,Yakisoba Spicy Chicken,Tray,United States,1.75,,USA
3329,Nissin,Cup Noodles Dark Dragon,Cup,Mexico,3.75,,MEX
1875,Sapporo Ichiban,Tonkotsu Ramen Artificially Flavored Tonkotsu White Chicken Broth,Pack,United States,5,,USA
3191,Nongshim,POP Pot or Pan Beef Flavor,Pack,United States,4,,USA
2664,Maitri,Instant Noodle Vegetarian Soup,Pack,Indonesia,3.25,,IDN
3754,"PLN Food Co, Ltd.",Cold Udon Noodle,Pack,Taiwan,4,,CHN
373,Nissin,Cup Noodles Chicken Vegetable,Cup,United States,2.75,,USA
3814,Myojo,Tofu Ramen Chicken Shio Soymilk,Cup,Japan,3.5,,JPN
2530,Ottogi,Ppushu Ppushu Noodle Snack Honey Butter ,Pack,South Korea,2,,KOR
697,Nissin,Spoon-it Rich Hearty Savory Chicken,Pack,United States,3.25,,USA
971,Annie Chun's,Soup Bowl Chinese Chicken,Bowl,United States,4.25,,USA
728,Indomie,Rasa Kari Ayam Medan,Pack,Indonesia,5,,IDN
3361,Liang Cheng Mai,Sao Zi Mian,Box,China,4.5,,CHN
2812,Little Couples Q Noodle,Fried Garlic Taste,Pack,Taiwan,5,,CHN
2222,Nyor Nyar,Vegetarian Penang White Curry,Pack,Malaysia,5,,MYS
2121,Nissin,Instant Noodles Moo Manao Flavour,Pack,Thailand,3.5,,THA
969,Annie Chun's,Soup Bowl Vietnamese Pho,Bowl,United States,4,,USA
316,Unif,Super Bowl Artificial Stewed Pork Chop,Bowl,Taiwan,3.5,,CHN
3842,Panda Signature,Ramen Noodle Soup Soy Sauce Flavor,Pack,United States,1.75,,USA
597,Batchelors,Super Noodles Sweet & sour,Pack,UK,3.5,,GBR
3827,Lee Kum Kee,Hong Kong Style Chow Mein,Bowl,United States,0.5,,USA
1485,Nongshim,Spicy Tonkotsu Noodle Soup,Pack,United States,5,,USA
435,Mi Sedaap,Mie Sambal Goreng,Pack,Indonesia,4.25,,IDN
2252,New Touch,Sugomen Sano Ramen,Bowl,Japan,5,,JPN
1469,Bamee,Oriental Style Instant Noodles Beef Flavour,Pack,Germany,3.25,,DEU
1952,Ve Wong,Kung-Fu Brand Instant Oriental Noodle Soup Artificial Beef Flavor,Pack,Taiwan,3.75,,CHN
1998,Nissin,Men Shokunin Shoyu,Bowl,Japan,5,,JPN
1760,New Touch,Homestyle Tonjiru,Bowl,Japan,4.5,,JPN
598,Little Cook,Vegetarian,Cup,Thailand,3.25,,THA
503,GreeNoodle,Miso,Pack,Thailand,1,,THA
3834,Ottogi,Beijing Jjambbong Ramen,Pack,South Korea,4.5,,KOR
704,Nissin,Chow Mein Chinese Chicken Vegetable,Tray,United States,4,,USA
1336,Shirakiku,Fresh Chow Mein Noodles With Seasoning,Pack,United States,3.75,,USA
581,Koyo,Mushroom,Pack,United States,2.75,,USA
1980,Suimin,Noodles Witrh Prawn & Chicken Flavour,Cup,Australia,3.5,,AUS
3340,Three Meters,Soybean Flavor Belt Noodles,Pack,Taiwan,5,,CHN
2423,Ve Wong,Kung-Fu Instant Oriental Noodles Soup Artificial Onion Flavor,Pack,Taiwan,3.5,,CHN
1364,Golden Wheat,Korean Style Stew Pork Flavour Noodle Soup,Bowl,China,1.75,,CHN
1895,Maruchan,Seimen Houjyun Koku Shoyu,Bowl,Japan,5,,JPN
3729,Yamamoto Seifun,Tanuki Oyaji Pirikara Ramen,Pack,Japan,4.25,,JPN
679,Mamee,Express Cup Fried Onion Chicken,Cup,Malaysia,3.25,,MYS
768,Fashion Foods,Oriental,Bowl,Thailand,0.25,,THA
2308,Fantastic,Noodles Chicken Chow Mein Flavour,Cup,Australia,3.5,,AUS
2321,Sau Tao,Black Pepper XO Sauce Flavour,Bowl,Hong Kong,5,,HKG
1753,Thai Smile,Garlic Rice Noodle Soup Bowl,Bowl,United States,3.5,,USA
1920,Itsuki,Ramen Tonkotudou Kumamoto Noodles,Pack,Japan,0.75,,JPN
2657,Maitri,Extra Hot Vegetarian Mie Goreng,Pack,Indonesia,5,,IDN
517,Thai Kitchen,Thai Ginger Rice Noodle,Pack,United States,4.25,,USA
1559,Master Kong,Spicy Beef Flavor Instant Noodle,Pack,China,4,,CHN
2848,Kizuki Ramen & Izakaya,Shio Ramen,Restaurant,United States,4,,USA
2697,Maruchan,Bowl Taste Of Asia Hot & Spicy Kimchi Ramen Ramen Noodle Soup,Bowl,United States,3.25,,USA
2936,Myojo,Chicken Nanban Soba,Bowl,Japan,1.5,,JPN
2868,Island Foods,Yokohama Ramen - Samurai,Box,Japan,5,,JPN
2978,Vedan,Wei Wei Premium Braised Beef Noodle,Pack,Taiwan,5,,CHN
865,Little Cook,Stewed Duck,Cup,Thailand,3,,THA
882,SuperMi,GoBang,Pack,Indonesia,5,,IDN
3432,Nissin,Eco Style Refill Pack,Pack,Japan,5,,JPN
3132,Liangchengmei,Biang Biang Men,Box,China,5,,CHN
3072,Canton,Instant Noodles Beef Flavour,Pack,Bangladesh,3,,BGD
1257,ABC,Mi Goreng Spesial Special Fried Noodle,Cup,Indonesia,4,,IDN
3476,Kang Shi Fu,Never Met Noodles Artificial Roasted Shrimp Flavour,Bowl,United States,3.5,,USA
684,Dragonfly,Artificial Seafood,Pack,China,3.75,,CHN
3821,Panda Signature,Ramen Noodle Soup Chicken Flavor,Pack,United States,3.5,,USA
2432,Fashion Food,Yummy Spicy Rice Soup With Seafood,Bowl,Thailand,3.5,,THA
3818,Sichuan Baijia,Luosi Rice Noodles,Cup,China,3,,CHN
1662,Mama,Non-Fried Instant Noodles Ramen Tonkotsu Flavor,Pack,Thailand,5,,THA
59,Maggi,Chinese Noodles Lemon Chicken Flavor,Pack,India,3.5,,IND
2491,Nissin,Soba Yakitori Chicken,Cup,Germany,5,,DEU
295,Tablemark,Soybean Paste,Bowl,Japan,4.5,,JPN
2863,Wu-Mu,Man Dashi Noodle Master Noodles Mixed With Scallion Oil & Soy sauce,Pack,Taiwan,3.5,,CHN
430,Quickchow,Pancit Canton toyo Mansi,Pack,Philippines,5,,PHL
3723,Tapatio,Extra Spicy Ramen,Bowl,United States,4,,USA
1829,Tseng Noodles,Hu Sesame Flavor,Pack,Taiwan,5,,CHN
3309,Itsuki,Spicy Tonkotsu Miso Ramen,Pack,Japan,5,,JPN
2744,Myojo,Charumera Non-Fried Tonkotsu Ramen,Pack,Japan,5,,JPN
109,Mama,Pad Thai,Pack,Thailand,3.1,,THA
2610,Nona Lim,Whole Wheat Ramen + Spicy Szechuan Broth,Pack,United States,2017-05-05 00:00:00,,USA
388,Maruchan,Instant Lunch Cheddar Cheese,Cup,United States,2.75,,USA
1691,Mama,Instant Cup Noodles Minced Prok Flavor,Cup,Thailand,3.5,,THA
2538,Nissin,Cup Noodles Very Veggie Beef Flavor Ramen Noodle Soup,Cup,United States,5,,USA
1261,Eat & Go,Rasa Baso Sapi Meat Ball Mi Instan Cup,Cup,Indonesia,3.75,,IDN
1196,Nissin,Bowl Noodles Chicken Flavor,Bowl,United States,3.5,,USA
3713,Kay's,Instant Macaroni Chicken Soup,Pack,Malaysia,3.5,,MYS
1970,MyOri,Malaysia Penang Red Curry Noodle,Pack,Malaysia,5,,MYS
3641,Myojo,Chukazanmai Soybean Paste,Pack,United States,5,,USA
1169,Mr. Noodles,Noodles In A Cup Beef Simulated Flavour,Cup,Canada,1.75,,CAN
2417,Super Bihun,Bihun Kuah Rasa Baso Sapi,Pack,Indonesia,3.75,,IDN
1715,Yum Yum,Instant Noodles Minced Pork Flavor,Pack,Thailand,3.75,,THA
3004,Wei Lih,Hell Spicy Dry Noodle With Soup,Bowl,Taiwan,4,,CHN
1964,MAMA,Instant Noodles Coconut Milk Flavour,Pack,Myanmar,5,,MMR
323,Ottogi,Jin Ramen (Hot),Cup,South Korea,3.5,,KOR
3774,Wai Wai,X-Press Noodles Masala Delight,Pack,Serbia,3.5,,SRB
2543,KOKA,Curry Flavour Instant Noodles,Cup,Singapore,5,,SGP
3388,Paldo,Big 3 Instant Ramen Bowl,Bowl,South Korea,5,,KOR
271,Paldo,South Korean Noodle Kimchi Flavor,Pack,South Korea,3.5,,KOR
127,Vifon,Mi Chay Vegetarian,Pack,Vietnam,2.8,,VNM
837,Nissin,Top Ramen Cucharealo Picante Chicken,Pack,United States,4.5,,USA
1943,New Touch,Sugomen Niigata Seabura Shoyu Ramen,Bowl,Japan,5,,JPN
2329,Patanjali,Atta Noodles Jhatpat Banao Befikr Khao,Pack,India,4.5,,IND
1527,Lucky Me!,Special Baked Mac Style Instant Macaroni,Pack,Philippines,4.5,,PHL
3066,Nissin,Cup Noodles Camaron Fuego,Cup,Mexico,4,,MEX
1922,Mie Sedaap,Instant Cup Mi Kuah Rasa Baso Spesial,Cup,Indonesia,1.5,,IDN
1594,Acecook,Jan Jan Dashi Shoyu Yakisoba,Cup,Japan,2.25,,JPN
3828,Kenko Foods,Sesame Flavor Ramen,Pack,Japan,3.75,,JPN
2495,Nissin,Cup Noodles Huhn (Chicken),Cup,Germany,3.75,,DEU
2533,Nongshim,Shin Ramyun Black,Pack,South Korea,5,,KOR
102,Indomie,Soto Mie,Pack,Indonesia,1.5,,IDN
586,Vedan,Bah Kut Tea Noodle For Vegetarians,Pack,Taiwan,3.25,,CHN
2998,Acecook,Goma Negi Tonkotsu,Cup,Japan,3.5,,JPN
3446,Prima Taste,Singapore Black Pepper Crab Flavoured La Mian,Pack,Singapore,5,,SGP
1207,Nissin,UFO Yakisoba With Wasabi Mayonnaise,Bowl,Japan,5,,JPN
2270,Samyang Foods,Fresh Bibimmyun Fried Noodle,Pack,South Korea,3.75,,KOR
2594,Samyang Foods,Yulmu Bibimmyun,Pack,South Korea,4.75,,KOR
2545,KOKA,Instant Noodles Laksa Singapura Flavour,Pack,Singapore,5,,SGP
2648,Paldo,Bulnak Pan Stir-fried Noodle,Cup,South Korea,3.75,,KOR
1481,Master Kong,Mushroom Stew Chicken Ramen,Pack,China,3.5,,CHN
2350,Nissin,Cup Noodles BIG XO Sauce Seafood Flavour,Cup,Hong Kong,4,,HKG
1035,Wei Lih,Spicy Sichuan Flavor Instant Noodle,Bowl,Taiwan,3.5,,CHN
3100,A-Sha,Gourmet Braised Beef Noodle Soup,Box,Taiwan,5,,CHN
1668,Mama,Cup Rice Vermicelli With Clear Soup,Cup,Thailand,3.5,,THA
764,Sempio,Seafood Noodle Cup,Bowl,South Korea,3.5,,KOR
1629,Hao Way,Penang Laksa Instant Bowl Noodles,Bowl,Malaysia,3.5,,MYS
1312,Maruchan,I Want To Eat Ramen Miso Flavor,Pack,Japan,3.75,,JPN
2037,Migawon,Hovenia Ramen Vegetable Flavor,Pack,South Korea,3.5,,KOR
1439,Adabi,Mi Segera Mi Goreng Pedas Instant Noodles,Pack,Malaysia,3.5,,MYS
562,Batchelors,Super Noodles Bacon,Pack,UK,4.25,,GBR
1451,Nissin,Cup Noodles Tom Yam Seafood Flavour,Cup,Singapore,4,,SGP
2083,Nissin,Taisho Fried Noodle Sesame Paste Flavour Instant Noodle,Pack,Hong Kong,5,,HKG
2522,Takamori,Hearty Japanese Style Curry Udon,Pack,Japan,5,,JPN
1636,Shan,Shoop Instant Noodles Masala Flavour,Pack,Pakistan,3.25,,PAK
3171,Doll,Bowl Noodle Satay & Beef Flavour,Bowl,Hong Kong,4.25,,HKG
1576,Maggi,Authentic Indian Noodles Vegetable Atta Masala,Pack,India,3.75,,IND
1110,GS25,Gonghwachun Jjajangmyun,Pack,South Korea,4.5,,KOR
3779,Nissin,Togarashi Men Umakara Tomato & Cheese,Cup,Japan,1,,JPN
3776,Chef Woo,Braised Beef Flavor Ramen,Cup,United States,4,,USA
229,Myojo,Udon Chicken,Pack,Japan,3.75,,JPN
2956,Paldo,Curry Volcano Chicken Noodle,Cup,South Korea,3.75,,KOR
3158,Simply Asia,Singapore Street Noodles Classic Curry,Box,United States,0,,USA
3707,Yamamoto Seifun,Japanese Yakisoba,Pack,Japan,3.75,,JPN
3503,MyKuali,Penang Red Tom Yum Goong Rice Vermicelli Soup (2019 Recipe),Bowl,Malaysia,5,,MYS
3453,Seven & i,Premium Curry Ramen,Cup,Japan,5,,JPN
2905,Sapporo Ichiban,CupStar Hokkaido Potato Miso Ramen,Cup,Japan,3,,JPN
3748,LonoLife,Beef Bone Broth Noodle Soup,Bowl,United States,5,,USA
1595,JML,Emporer Instant Noodles Spicy Chicken,Pack,China,5,,CHN
432,Ve Wong,Instant Bean Thread Seafood,Bowl,Taiwan,2.5,,CHN
2768,Wei Lih,Yi Du Zan Beef Instant Noodle,Bowl,Taiwan,3.75,,CHN
2338,Nissin,Sopa Nissin Sabor A Pollo Sopa Instantanea Tipo Ramen,Pack,Mexico,3.5,,MEX
1605,Nissin,Demae Iccho Mushroom With Vegetables Flavour Macaroni,Pack,Hong Kong,3.5,,HKG
3950,Nissin,Mocchi Cchi Hello Kitty Yakisoba,Cup,Japan,3.75,,JPN
912,Maruchan,Instant Lunch Shrimp,Cup,United States,3.75,,USA
3569,Sau Tao,Laksa Flavour Trolley Noodles,Bowl,Hong Kong,5,,HKG
1400,Pulmuone,Nature Is Delicious Non-Fried Ramyun (Spicy Flavor) (New Version),Pack,South Korea,3.75,,KOR
1211,Nissin,Demae Iccho Instant Noodle With Soup Base Artificial Chicken Flavour,Bowl,Hong Kong,3,,HKG
628,Lucky Me!,Supreme La Paz Batchoy Beef Garlic,Bowl,Philippines,3.5,,PHL
3557,Nakaki Foods,Salt Yakisoba,Pack,Japan,5,,JPN
1218,Sau Tao,Ho Fan Beef Soup Flavored,Pack,China,3.75,,CHN
902,Sunlee,Pho Bo Beef Flavour Rice Stick,Bowl,Thailand,3.25,,THA
1252,Tesco,Instant Noodles Chow Mein Flavour,Pack,UK,2.25,,GBR
3922,Aces,Sriracha Ramen Noodle Soup Chicken Flavor,Bowl,United States,5,,USA
3840,MyKuali,Penang Red Tom Yum Goong,Pack,Malaysia,2.5,,MYS
1533,Miliket,Sate Flavor Instant Noodles,Pack,Vietnam,3.75,,VNM
799,Nongshim,Bowl Noodle Savory Chicken (New),Bowl,United States,4.25,,USA
1419,Vifon,Ngon-Ngon Tom Yum Minced Pork Noodle,Cup,Vietnam,3.5,,VNM
3152,Maruchan,QTTA Curry Ramen,Cup,Japan,5,,JPN
1052,A-Sha Dry Noodle,Dry Noodle Hakka Noodle - Chili Sauce,Pack,Taiwan,4.25,,CHN
346,Paldo,Bowl Noodle Spicy Artificial Chicken,Bowl,South Korea,3.125,,KOR
38,Lucky Me!,Pancit Canton Citrus Flavor,Pack,Philippines,3,,PHL
1247,Maruchan,I Want To Eat Ramen Pork Tonkotsu Flavor,Pack,Japan,4,,JPN
821,Master Kong,Potatoes & Stewed Beef,Pack,China,5,,CHN
431,Unif / Tung-I,Chinese Onion Rice Noodle,Pack,Taiwan,2.75,,CHN
673,Ohsung,Hong Ramyun Soup Soy Peptide Mild,Pack,South Korea,3.25,,KOR
3051,Best Wok,Mi Goreng Sambal Seafood,Pack,Indonesia,5,,IDN
479,Nongshim,Potato Noodle Soup,Pack,South Korea,3.75,,KOR
1337,Sakura Noodle,Chikara Brand Udon Beef Flavor,Pack,United States,4.25,,USA
1020,Samyang Foods,Nagasaki Jjampong,Bowl,South Korea,4.75,,KOR
2759,Nissin,Cup Noodles Rasa Gulai Ayam Melayu,Cup,Japan,3.25,,JPN
3500,Fujiwara,Shijimi 70KO Chikara Ramen,Pack,Japan,1.5,,JPN
2157,Master Kong,Artificial Mushroom Chicken Flavor Instant Noodle,Pack,China,3.75,,CHN
1574,Chering Chang,Steam Vegetarian Flavor Noodles,Pack,Taiwan,3.5,,CHN
2397,Samyang Foods,Cheese Buldak Bokkeummyun (Black),Bowl,South Korea,4,,KOR
412,Maruchan,Midori No Tanuki,Bowl,Japan,4.125,,JPN
516,Wang,Champong Spicy Seafood,Bowl,South Korea,3.5,,KOR
3945,Nissin,Top Ramen Chicken Flavor Ramen Noodle Soup 50th Anniversary Edition,Pack,United States,3.5,,USA
2325,Pran,Mr. Noodles Curry Flavor Instant Noodles,Pack,Bangladesh,4,,BGD
2385,Uni-President,Man Han Feast Chilli Beef Flavor Instant Noodles,Bowl,Taiwan,4.75,,CHN
605,Little Cook,Artificial Onion,Cup,Thailand,3.5,,THA
