Review #,Brand,Variety,Style,Country,Stars,Top Ten
461,Samyang,Sutah Hot Spicy Beef,Pack,South Korea,3.5,
178,Mama,Oriental Style Clear Soup,Pack,Thailand,2,
261,Vina Acecook,Oh! Ricey Chicken,Pack,Vietnam,3.75,
1115,Nissin,Pan Asian Kitchen Sukiyaki Beef Flavor Savory Soy Sauce Ramen Noodles,Tray,USA,3.75,
1333,Sakura Noodle,Chikara Brand Udon Oriental Flavor,Pack,USA,3.75,
1396,Oyatsu,Baby Star Snack Noodle Yakisoba Flavor,Pack,Japan,4.75,
2412,Shirakiku,Sanukiya Udon Shrimp Flavor,Pack,USA,3.25,
1621,Myojo,MenWhite Creamy Tonkotsu,Bowl,Japan,3,
2480,Acecook,Pork Wantan Men,Bowl,Japan,4.25,
1917,IbuRamen,Mi Goreng Bento Noodles In A Box Hot Sweet & Sour Flavor,Tray,USA,0.25,
1883,Myojo,Mee Goreng,Pack,Singapore,4,
377,Sau Tao,Ho Fan Abalone Chicken,Bowl,Hong Kong,4,
1606,Maggi,Perencah Kari Letup Mi Segera,Pack,Malaysia,4,
1857,IbuRamen,Mi Goreng Bento Noodles In A Box Shallot Teriyaki Flavor,Tray,USA,3.25,
893,Paldo,Bowl Noodle Shrimp Flavor,Bowl,South Korea,3.25,
901,Sarimi,Rasa Ayam Bawang,Pack,Indonesia,3.5,
1342,Ah Lai,White Curry Noodle,Pack,Malaysia,4.5,
398,Paldo,Bowl Noodle Beef With Vegetables,Bowl,South Korea,3.75,
1985,Prima Taste,Singapore Prawn Soup La Mian,Pack,Singapore,5,
2242,Great Value,Beef Style Noodles With Vegetables,Cup,Canada,3,
1187,Nongshim,Shin Ramyun Cup,Cup,South Korea,3.5,
991,Prima Taste,Singapore Curry La Mian,Pack,Singapore,5,2013 #2
1410,Adabi,Mi Segera Tom Yam Instant Noodles,Pack,Malaysia,3.25,
158,Mama,Jok Cup Porridge Artificial Pork,Cup,Thailand,2.5,
2154,Jingqi,Black Eyes Bean Original Noodle With Sesame Sauce,Pack,Taiwan,4,
2436,Kang Shi Fu,Artificial Dongpo's Braised Pork Flavour,Pack,Hong Kong,4.75,
1429,Nissin,Sabor A Gallina Fideos Con Instantanea,Pack,Colombia,3.5,
966,Annie Chun's,Ramen House Spring Vegetable Ramen,Pack,USA,4,
1556,Ching's Secret,Hot Garlic Instant Noodles,Pack,India,3.75,
1820,Ten-In,Veggie King Buddha Jump Instant Noodles,Bowl,Taiwan,1.5,
1524,Nissin,Chu Qian Yi Ding Spicy Sesame Flavour Instant Noodles With Soup Base,Pack,Singapore,3.5,
492,Noah Foods,Phoya Rice Noodles Beef,Bowl,Vietnam,2.75,
1361,Mamee,Chef Creamy Tom Yam Flavour,Pack,Malaysia,5,
2501,Happy Cook,Toona Paste Noodle,Pack,Taiwan,4,
2111,Nissin,Cup Noodles Chilli Crab Flavour,Cup,Hong Kong,3.75,
2090,Nissin,Nupasta Salmon In White Sauce Flavour Instant Noodle,Pack,Hong Kong,5,
847,Itomen,Sansai Soba Edible Wld Plant,Bowl,Japan,3.25,
1110,GS25,Gonghwachun Jjajangmyun,Pack,South Korea,4.5,
2249,Love Cook,Sun Dried Noodle - Fruity Soy Bean Paste,Pack,Taiwan,4,
1540,Unif-100,Instant Noodles Artificial Shallot Beef Flavour,Pack,China,4.25,
526,Annie Chun's,Soy Ginger Ramen,Pack,USA,1.5,
2220,Paldo,Budae Jjigae,Pack,South Korea,5,
1163,Chewy,Rice Vermicelli Spicy Beef With Chilli Flavour,Pack,China,3.25,
465,Nissin,Souper Meal Picante Shrimp Hot Spicy,Bowl,USA,2.75,
309,Paldo,Dosirac Beef,Tray,South Korea,3.75,
1517,Katoz,Instant Noodles Spicy Chili,Pack,Sweden,3.5,
1465,Thai Chef,"Shrimp ""Tom Yum"" Instant Nudelsuppe",Pack,Germany,3.5,
2410,Mama Pat's,Lamb Stew Flavor Instant Ramen Noodles,Pack,USA,3.75,
2308,Fantastic,Noodles Chicken Chow Mein Flavour,Cup,Australia,4,
1722,CarJEN,Otentiq Cheezy Curry Instant Noodles,Pack,Malaysia,4.5,
1481,Master Kong,Mushroom Stew Chicken Ramen,Pack,China,3.5,
483,Itomen,Yellow Buckwheat,Bowl,Japan,4.5,
2256,Goku-Uma,Ramen Noodles Artificially Flavored Tonkotsu,Bowl,USA,3,
2161,Nongshim,Chal Bibim Myun,Pack,South Korea,5,
1417,Sau Tao,Oat Noodle Abalone Flavored,Pack,Taiwan,1.75,
722,Yamamoto,Seafood Ramen,Bowl,Japan,3.5,
875,Sunlee,Artificial Chicken Rice Vermicelli,Bowl,Thailand,2.5,
691,Mamee,Express Cup Vegetarian,Cup,Malaysia,2,
2524,Nissin,Straits Reborn Laksa,Pack,Singapore,5,
536,Ottogi,Yeul Ramyun,Pack,South Korea,4.25,
83,Nissin,Demae Ramen Spicy Flavor,Pack,Japan,2,
889,Yamachan,Rich Shoyu Ramen,Pack,USA,4,
2473,Tokyo Noodle,Mini Instant Noodle Mild Curry Flavor,Pack,Japan,2,
680,Vina Acecook,Kingcook Shrimp,Pack,Vietnam,2.75,
2044,Doll,Hello Kitty Dim Sum Noodle Japanese Soy Sauce Flavour,Cup,Hong Kong,3,
2344,Nissin,Cup Noodles Sopa Nissin Sabor A Pollo,Cup,Mexico,4,
845,Nongshim,Doong Ji Cold Noodle Chilled Broth,Pack,South Korea,4.25,
1058,A-Sha Dry Noodle,Dry Noodle Mandarin Noodle - Original Sauce,Pack,Taiwan,4,
64,Sapporo Ichiban,Chicken Flavor,Pack,USA,3.5,
485,Ottogi,Hot & Spicy Ramen,Cup,South Korea,3,
2243,Nissin,Cup Noodles Black Pepper Crab Flavour,Cup,Hong Kong,4,
61,Maggi,2 Minute Noodles Curry,Pack,India,2.5,
2311,Xiao Ban Mian,Sesame Sauce Matcha Noodle,Pack,Taiwan,3.8,
1596,Uncle Sun,White Curry Noodle More Spicy,Pack,Malaysia,3,
2119,Nissin,Cup Noodles Minced Pork Flavour,Cup,Thailand,3.5,
2506,KOKA,Delight Chicken Flavor Instant Non-Fried Noodles,Pack,Singapore,3.75,
2521,Nissin,Cup Noodles Potato Chips Black Pepper Crab Flavour,Pack,Singapore,4.5,
2176,MAMA,Instant Rice Vermicelli Yentafo Tom Yam Mohfai,Pack,Thailand,5,
1270,Ko-Lee,Instant Noodles Taste Sensations Creamy Shrimp Tom Yum Flavour,Pack,UK,5,
2088,Nissin,Demae Iccho Beef Flavour Instant Noodle,Bowl,Hong Kong,4,
2009,Conimex,Oriental Noodles Soto Ajam,Cup,Netherlands,3,
1388,Paldo,Barbecue Ramyun (Prototype),Pack,South Korea,3.75,
15,Samyang,Pojangmacha U-dong,Pack,South Korea,2.5,
975,Ottogi,Spaghetti Ramen,Bowl,South Korea,4.5,
1149,Asian Thai Foods,Preeti Instant Noodles Chicken Soup Base,Pack,Nepal,3.5,
1841,Forest Noodles,Sunbaked Noodles With Spicy Sauce,Pack,Taiwan,4,
296,Nissin,Cup Noodles Crab,Cup,Hong Kong,3.25,
2569,Yamachan,Yokohama Tonkotsu Shoyu,Pack,USA,5,
793,Mr. Noodles,Spicy Beef,Pack,Canada,1.75,
567,Goku Uma,Soy Sauce,Bowl,Japan,3.5,
764,Sempio,Seafood Noodle Cup,Bowl,South Korea,3.5,
2353,Nissin,"Cup Noodles Rich Garlic, Egg Yolk & Oxtail",Cup,Japan,4,
110,Lucky Me!,Artificial Chicken,Pack,Philippines,1.5,
84,Samyang,Kalgug-Su Assorted Clam,Pack,South Korea,1.8,
2554,Yum-Mie,Instant Noodles Beef In Light Soup Flavour,Pack,Ghana,3.5,
2421,Uni-President,Baseball Snack Noodle,Pack,Taiwan,5,
693,Chewy,Stir Rice Vermicelli Indonesian Gado Gado,Tray,China,2.25,
2053,Maruchan,Instant Lunch Sriracha Chicken Flavor Ramen Noodle Soup,Cup,USA,3.75,
1292,Nissin,Cup Noodles Sabor A Carne Sopa Con Fideos,Cup,Colombia,3,
193,Boss,Shrimp Tom Yum Flavor,Bowl,Thailand,2.5,
2338,Nissin,Sopa Nissin Sabor A Pollo Sopa Instantanea Tipo Ramen,Pack,Mexico,4,
1853,Bonasia,Instant Noodles Shrimp Flavour,Pack,Hungary,3.5,
77,Nissin,Demae Ramen Prawn,Pack,Japan,3.25,
331,Sunlee,Crab Noodle,Bowl,Thailand,4.5,
1555,Ko-Lee,Instant Noodles Taste Sensation Mixed Vegetable Flavour,Pack,UK,3.5,
1479,Nissin,Cup Noodles Easy Fideos Tomato Chicken Flavor Ramen Noodle Soup,Cup,USA,3.5,
1703,7 Select/Nissin,Super Tom Yum Shrimp,Cup,Thailand,3.5,
2110,Great Value,Vegetarian Flavour Ramen Noodles,Pack,Canada,3,
1177,ABC,Mi ABC Rasa Ayam Bawang (Onion Chicken),Pack,Indonesia,4,
1159,Peyang,Yakisoba,Tray,Japan,5,
2509,Maggi,Hot Heads Green Chilli Noodles,Pack,India,3.5,
138,Unif,100 Furong Shrimp,,Taiwan,3,
2029,Singa-Me,Instant Noodles Beef Flavour,Cup,Australia,2,
430,Quickchow,Pancit Canton toyo Mansi,Pack,Philippines,5,
2075,Mi Sedaap,Mi Segera Mi Goreng Ayam Krispi,Pack,Indonesia,4.5,
272,Vina Acecook,Mi Lau Thai Artificial Chicken,Pack,Vietnam,3.5,
341,Vina Acecook,Daily Vegetarian,Pack,Vietnam,3.75,
2369,Samyang Foods,Curry Buldak Bokkeummyun,Pack,South Korea,4.25,
88,Paldo,South Korean Noodle Chicken,Pack,South Korea,3.25,
1509,Nissin,Donbei Kitsune Udon Mini,Bowl,Japan,3.5,
444,Mr. Udon,Chicken,Pack,South Korea,3.25,
1961,Kabuto Noodles,Chicken Ramen,Cup,UK,4.25,
1527,Lucky Me!,Special Baked Mac Style Instant Macaroni,Pack,Philippines,4.5,
1203,GaGa,Mie Gepeng Kuah Rasa Soto Cabe Hijau,Pack,Indonesia,3.5,
140,Mama,Mi Goreng,Pack,Thailand,5,
1077,Deshome,Aloe Noodle Red Onion & Sesame Sauce,Pack,Taiwan,5,
745,Nongshim,Jinjja Jinjja,Pack,South Korea,5,
315,Unif,Super Bowl Artificial Spicy Beef,Bowl,Taiwan,2.75,
319,Maruchan,Ramen Noodle Soup Oriental,Pack,USA,3.75,
2067,Samyang Foods,Fresh Jjajang,Pack,South Korea,4.5,
632,Mr. Udon,Japanese Miso,Pack,South Korea,2.75,
1408,Pamana,Chicken Sopas Creamy Macaroni Soup,Cup,Philippines,3.5,
254,Vina Acecook,Daily Hot & Spicy Tom Yun,Pack,Vietnam,4,
804,Little Cook,Abalone Chicken,Cup,Thailand,1.75,
94,Mama,Artificial Chicken,Pack,Thailand,2.5,
1686,Wugudaochang,Chef's Grains Buckwheat Noodle,Pack,China,3.5,
1779,Chering Chang,Instant Non-Fried Noodles Tomato Flavour,Pack,Taiwan,3.25,
2217,Nissin,Demae Ramen Spicy Seafood Flavour Instant Noodle,Pack,Hong Kong,5,
1455,Nissin,Premium Instant Noodles XO Sauce Seafood Flavour,Pack,Singapore,3.75,
645,Nongshim,Oolongmen Artificial Chicken,Cup,South Korea,3.75,
352,Maruchan,Ramen Noodle Soup Chili,Pack,USA,2.75,
868,CJ CheilJedang,Katsuobushi Udon,Bowl,South Korea,3.75,
1716,Mama,Instant Noodles Egg Protein Noodles,Pack,Myanmar,3.5,
13,Sapporo Ichiban,Chow Mein,Pack,Japan,5,2012 #4
700,Nissin,Chikin Ramen (Local),Pack,Japan,5,
2215,Myojo,Mee Goreng Spicy Flavour,Pack,Singapore,5,
915,Wai Wai,Casserole Beef Flavour,Pack,Thailand,3.5,
1041,Ko-Lee,Instant Noodles Super Chow Mein,Pack,UK,4,
2150,Jingqi,Black Eyes Bean Purple Sweet Potato Noodle With Spicy Miso Sauce,Pack,Taiwan,3,
633,Mr. Udon,Seafood Selection,Pack,South Korea,3.5,
2084,Nissin,Demae Ramen Straight Noodle Kyushu Tonkotsu Instant Noodle,Pack,Hong Kong,5,
1711,Hao Way,Vegetarian Penang Laksa,Pack,Malaysia,4,
136,Mama,Shrimp Creamy Tom Yum,Pack,Thailand,5,
602,Nongshim,Oolongmen Artificial Seafood,Cup,South Korea,3.5,
1707,Azami,Hot & Spicy Flavour Noodle Soup,Bowl,Canada,3.5,
221,Nissin,Top Ramen Beef,Pack,USA,3.75,
2041,Master Kong,Tomato Sauce Instant Noodle,Pack,China,4.5,
1890,Kuriki,Beef Tongue Shio Mayo Ramen,Pack,Japan,4.5,
79,Sapporo Ichiban,Kitsune Udon,Pack,Japan,3.25,
894,Han's South Korea,Rice Noodle With Kimchi Flavored Soup,Tray,South Korea,3,
744,Payless,Instant Mami Beef,Pack,Philippines,3.25,
1791,Vit's,Tom Yam Instant Noodles,Pack,Malaysia,4.25,
1326,Mamee,Mi Segera SLLRRRP! Perencah Kari Xtra Pedas,Pack,Malaysia,3.75,
871,Dragonfly,Artificial Hot & Sour Shrimp,Pack,China,4,
781,Vina Acecook,Kingcook Beef,Pack,Vietnam,3,
118,Paldo,Bibim Men,Pack,South Korea,3.75,
2348,Ripe'n'Dry,Hokkaido Salt Ramen,Pack,Japan,3,
1918,iMee,Instant Noodles chicken Flavour,Pack,Netherlands,3.5,
636,Yamamori,Tom Yam Ramen Pork,Pack,Japan,4.75,
382,Lucky Me!,N-Rich Artificial Chicken With Ginger,Pack,Philippines,2.5,
2239,Nissin,Cup Noodles Chicken Flavor Ramen Noodle Soup (New Recipe),Cup,USA,4,
1672,Azami,Chili Seafood Flavor Noodle Soup,Cup,Canada,3.25,
1213,Nan Jie Cun,Hot -Dry Instant Noodles Chilli Flavour,Tray,China,0.5,
1035,Wei Lih,Spicy Sichuan Flavor Instant Noodle,Bowl,Taiwan,3.5,
1510,Knorr,Quick Serve Macaroni Wonton Broth,Pack,Hong Kong,3.25,
476,Annie Chun's,Teriyaki Noodle,Bowl,USA,1.75,
614,Fuku,Superior Soup Rice Noodle,Pack,Hong Kong,2.5,
2498,Nissin,Demae Ramen Spicy Beef,Pack,Germany,3.75,
1492,Wai Wai,Quick Zabb Tom Yum Shrimp Flavour Instant Noodles,Pack,Thailand,4,
1903,Higashimaru,Tonkotsu Ramen,Pack,Japan,4.5,
553,Samyang,60 Ingredients,Cup,South Korea,2.75,
249,Unif,100 Artificial Spicy Beef,Pack,Taiwan,3.75,
813,Mr. Noodles,Spicy Chicken,Pack,Canada,2,
549,Mi Sedaap,Supreme Soto,Pack,Indonesia,4,
588,Vifon,Tu Quy Pork,Pack,Vietnam,2.75,
1441,Nissin,Souper Meal Chili Picante Chicken With Lime Flavor Ramen Noodle Soup,Bowl,USA,3.5,
159,Mama,Hot & Spicy,Pack,Thailand,1.75,
1025,Samyang Foods,Hot Chacharoni,Pack,South Korea,3.75,
2202,Nissin,Nupasta Vongole Flavour Instant Noodle,Cup,Hong Kong,4,
1812,Master Kong,Mushroom Instant Noodle,Bowl,China,4.25,
2342,Nissin,Sopa Nissin Sabor A Camaron Sopa Instantanea Tipo Ramen,Pack,Mexico,4,
1072,Deshome,Aloe Noodle With Spicy Soybean Sauce,Pack,Taiwan,4,
1518,Mamee,Chef Gold Recipe Bihun Kari Seribu Rasa,Pack,Malaysia,4.5,
1086,Sawadee,Indian Curry Flavour,Pack,UK,3,
627,Omachi,Spaghetti,Pack,Vietnam,3.75,
1877,Myojo,La Ramen Spicy Mushroom Flavour,Pack,Singapore,4.5,
167,Wai Wai,Crab Instant Rice Vermicelli,Pack,Thailand,2.5,
33,Koka,Mi Hai Tom Prawn,Pack,Singapore,3.75,
211,Vina Acecook,Kingcook Tomato Sauce Pork,Tray,Vietnam,3.5,
34,Maruchan,Ramen Noodle Soup Shrimp,Pack,USA,2,
1182,Ko-Lee,Go Noodles Xtreme Hot & Spicy Flavour,Pack,UK,3.75,
1661,Chencun,Senior Food Rice Noodle Fragrant Peppery Beef,Cup,China,3.75,
57,Doll,Instant Fried Noodles With Chili Sauce,Tray,Hong Kong,3,
1736,Mamee,Monster Snek Mi Pedas,Pack,Malaysia,5,
1105,Nongshim,Doong Ji Authentic Korean Cold Noodles With Chili Sauce,Tray,South Korea,5,
1073,Deshome,Black Eyed Bean Noodle Red Onion Sauce & Sesame Sauce,Pack,Taiwan,3.75,
707,Mee Jang,Noodle Soup Spicy Beef Garlic Onion,Bowl,Thailand,3.25,
2074,Nissin,Cup Noodles Sabor Pollo Habanero Y Limon Sopa Instantanea,Cup,Mexico,3.5,
2363,Samyang Foods,Buldak Bokkeummyun (New Packaging),Pack,South Korea,4,
2191,Choumama,XO Scallops Sauce Dry Noodles,Pack,Taiwan,4,
846,Vifon,Mi Kim Chee,Pack,Vietnam,3.75,
1818,Sugakiya Foods,Nara Tenri Shoyu Ramen,Bowl,Japan,4.5,
1174,Itomen,Crab Flavor Instant Ramen,Pack,Japan,4,
2251,Ottogi,Ramyon Sabor Y Camaron,Pack,Mexico,4,
436,Unif,Artificial Beef With Sauerkraut,Bowl,Taiwan,3.75,
1303,Western Family,Instant Noodles In A Cup Chicken Flavour,Cup,Canada,1.5,
2558,KOKA,Creamy Soup With Crushed Noodles Hot & Sour Fish Flavor,Cup,Singapore,5,
46,Indomie,Mi Goreng Jumbo Meatball,Pack,Indonesia,3,
2546,New Touch,Sugo-Men Kyoto Backfat Shoyu Ramen,Bowl,Japan,3.75,
1759,Nissin,Cup Noodles Moo Manao Flavour,Cup,Thailand,4,
719,Nissin,Spoon-it Beef,Pack,USA,3.25,
1142,Asian Thai Foods,Miteri Instant Noodles Chicken Flavor,Pack,Nepal,4,
881,Han's South Korea,Rice Noodle With Hot & Spicy,Tray,South Korea,3.25,
2293,Nissin,Nupasta Bacon In Carbonara Sauce Flavour Instant Noodle,Pack,Hong Kong,5,
50,Indomie,Mi Goreng,Pack,Indonesia,5,
2048,Acecook,Kadomen Koikoku Tonkotsu,Bowl,Japan,3.8,
149,Maruchan,Akai Kitsune Udon,Bowl,Japan,4,
761,Thai Kitchen,Garlic Vegetable Rice Noodle,Pack,USA,3.5,
1419,Vifon,Ngon-Ngon Tom Yum Minced Pork Noodle,Cup,Vietnam,3.5,
592,Batchelors,Super Noodles Mild Curry,Pack,UK,3.25,
540,Nissin,Top Ramen Chicken,Pack,USA,3.25,
924,Maruchan,35% Less Sodium Chicken,Pack,USA,3.75,
1550,Ibumie,Penang White CurryMee,Pack,Malaysia,5,
2574,Acecook,Spice Deli Tantan Men With Cilantro,Cup,Japan,4,
1999,Nissin,Curry Udon,Cup,Japan,5,
1476,Thai Chef,Instant Nudelsuppe Shrimp Flavour,Pack,Germany,3.5,
1676,A1,Emporer Herbs Chicken Noodle,Pack,Malaysia,4.25,
1369,A-Sha Dry Noodle,Hello Kitty Za Jiang (Soybean Sauce),Pack,Taiwan,3.25,
500,Mexi-Ramen,Soupless Ramen Shallot Teriyaki,Pack,USA,2.5,
1141,Asian Thai Foods,Joker Ready To Eat Noodles,Pack,Nepal,3.25,
896,Vina Acecook,Good Tomyum Kung Bean Vermicelli,Pack,Vietnam,3.5,
1022,HoMyeonDang,Premuim Noodle House Crab Jjampong,Pack,South Korea,5,
2399,Indomie,My Noodles Mi Goreng Pizza Cheese,Pack,Indonesia,4,
2366,Samyang Foods,Buldak Bokkeummyun Snack,Pack,South Korea,5,
316,Unif,Super Bowl Artificial Stewed Pork Chop,Bowl,Taiwan,3.5,
1434,Maggi,Hot Cup Perisa Kari,Cup,Malaysia,3.5,
2222,Nyor Nyar,Vegetarian Penang White Curry,Pack,Malaysia,5,
2164,Tseng Noodles,Rice Noodle Chinese Mushroom With Soybean Vegetarian Braised Pork Flavor,Pack,Taiwan,5,
1708,The Kitchen Food,Sibu Instant Kampua Original,Pack,Sarawak,4,
300,Wu Mu,Steam Spinach Ramen With Onion,Pack,Taiwan,5,
978,Sun Noodle,Ramen Pork Flavor,Tray,USA,5,
1984,Nissin,Chinese Tan Tan Vermicelli,Cup,Hong Kong,5,
245,Six Fortune,Broad Noodles,Pack,South Korea,3.75,
1225,Nissin,Pan Asian Kitchen Sweet & Sour Chicken Flavor Ramen Noodles,Tray,USA,3.75,
431,Unif / Tung-I,Chinese Onion Rice Noodle,Pack,Taiwan,2.75,
174,Lucky Me!,Sotanghon Artificial Chicken,Pack,Philippines,0.25,
2520,Nissin,Cup Noodles Blacl Pepper Crab Flavour (More Angry Crab),Cup,Singapore,5,
1792,A1,Soup Spices Noodle Mee Rempahan Sup,Pack,Malaysia,3.5,
1691,Mama,Instant Cup Noodles Minced Prok Flavor,Cup,Thailand,3.5,
1462,Wei Lih,Steam Instant Noodles Korean Salt & Rib Soup Flavour,Bowl,Taiwan,2.25,
1126,GaGa,Mie Jepeng Goreng Rasa Ayam Lada Hitam,Pack,Indonesia,4,
2292,Sichuan Baijia,Chongqing Noodles Spicy Hot Flavor,Pack,China,5,
101,Ve Wong,Artificial Sesame Chicken,Pack,Taiwan,4.25,
2572,Ripe'n'Dry,Hokkaido Soy Sauce Ramen,Pack,Japan,0.25,
831,Vifon,Instant Porridge Chicken,Pack,Vietnam,3.25,
755,Nongshim,Udon ,Bowl,South Korea,4.25,
1867,Yum Yum,Premier Bowl Instant Noodles Stewed Pork Flavour,Bowl,Thailand,4,
1616,Unif-100,Instant Noodles Artificial Spicy Beef Flavor (New Package),Pack,China,3.5,
350,Nissin,Souper Meal Tomato Garlic Shrimp,Bowl,USA,3.5,
368,Knorr,Chili Pork,Cup,Thailand,3.5,
209,Nissin,Souper Meal Beef Flavor Minestrone,Bowl,USA,3,
1644,Hao Way,Vegetarian Penang Laksa Instant Bowl Noodles,Bowl,Malaysia,2,
2125,Happy Family,Curry Flavour Instant Noodles,Pack,Singapore,4,
2042,Suimin,Noodles Mi Goreng,Cup,Australia,4.3,
1706,Maggi,Hot Cup Goreng Perencah Cili Fiesta,Cup,Malaysia,4.75,
2312,Xiao Ban Mian,Traditional Shallot & Onion Oil Noodle,Pack,Taiwan,5,
1266,ABC,Selera Pedas Mi Goreng Cup Rasa Gulai Ayam Pedas Hot Gulai Chicken,Cup,Indonesia,4,
1815,Nakaya Shouten,Hingya no Shio Ramen,Pack,Japan,4,
2035,Acecook,Maru Uma Curry Udon,Cup,Japan,3.5,
414,Doll,Artificial Beef Flavor,Pack,Hong Kong,2.5,
1029,Samyang Foods,Nagasaki Crab Jjampong,Pack,South Korea,5,
1322,Hi-Myon,Instant Noodle Udon Hot & Spicy,Pack,South Korea,4,
2167,Great Value,Vegetable Flavour Noodles With Vegetables,Cup,Canada,3,
303,Paldo,Dosirac Artificial Chicken,Tray,South Korea,3.25,
233,Koka,Tom Yum Rice Noodles,Bowl,Singapore,3.5,
2180,MAMA,Pho Ga Rice Noodles With Artificial Chicken Flavour,Bowl,Thailand,3,
1034,Western Family,Instant Noodles In A Cup Spicy Chicken,Cup,Canada,2.25,
2487,Nissin,Soba Sukiyaki Beef,Cup,Germany,4.5,
1056,A-Sha Dry Noodle,Dry Noodle Mandarin Noodle - Onion Oil Sauce,Pack,Taiwan,5,
1573,Hao Way,Penang White Curry Instant Bowl Noodles,Bowl,Malaysia,4.75,
557,Batchelors,Super Noodles Souther Fried Chicken,Pack,UK,3.75,
2454,KOKA,Silk Beef Pho Flavor Instant Rice Fettuccine,Bowl,Singapore,3.25,
379,Nissin,Chow Mein Thai Peanut,Tray,USA,2.5,
1440,Wu-Mu,Dried Noodle With Beef Flavor Sauce,Pack,Taiwan,3,
1660,Sau Tao,Ho Fan Wonton Soup Flavored,Pack,Hong Kong,3,
131,Unif,100 Artificial Shallot Chicken,Pack,Taiwan,3.25,
2137,Nissin,Demae Ramen Spicy Curry Flavour Instant Noodles,Pack,Hong Kong,4,
293,Tiger,Onion Flaver Rice Noodle,Bowl,Taiwan,0,
1526,Lucky Me!,La Paz Batchoy Instant Noodle Soup,Pack,Philippines,3.75,
2355,Marutai,Nagasaki Agodashi Shoyu Ramen,Pack,Japan,4,
931,Kamfen,dried Mix Noodles Soya Bean Paste,Tray,China,3.75,
933,Paldo,Kokomen Spicy Chicken,Cup,South Korea,4.5,
2146,Sapporo Ichiban,Kun Ramen Sumo-kuchikin (Smoked Chicken),Bowl,Japan,3,
2072,Maruchan,Bowl Taste Of Asia Beef Flavor Sukiyaki Ramen,Bowl,USA,5,
2548,Ottogi,Plain Instant Noodle No Soup Included,Pack,South Korea,Unrated,
494,Snapdragon,Tomato Seafood Rice Noodle,Cup,Singapore,3.5,
508,Samyang,Beef,Cup,South Korea,3.75,
503,GreeNoodle,Miso,Pack,Thailand,1,
2381,Nissin,Demae Iccho Seafood Flavour Instant Noodle,Cup,Hong Kong,4.75,
1351,Mamee,Monster Chicken Flavour Snack Noodles,Pack,Malaysia,4,
2400,Nissin,Cup Noodles Tom Yam Seafood Flavour,Cup,Singapore,5,
1298,Good Tto Leu Foods,Lightning Beef Bone Tteokguk Rice Cake Soup,Bowl,South Korea,4,
534,Mama,Pho Ga,Pack,Thailand,3.1,
2316,Nissin,Cup Noodle Spicy Curry Chicken,Cup,Japan,5,
406,Vifon,Asian Style Instant Noodles Beef,Pack,Vietnam,3.75,
343,Super Bihun,Goreng Rice Noodles,Pack,Indonesia,4.5,
1861,Conimex,Oriental Noodles Groene Curry,Cup,Netherlands,0.5,
2285,Fantastic,Noodles Beef Flavour,Cup,Australia,3,
1786,Nissin,Chow Mein Premium Savory Sauce And Restaurant Quality Noodles Sriracha Flavor,Tray,USA,4.25,
277,Vina Acecook,Oh! Ricey Beef Rice Noodles,Pack,Vietnam,4,
1920,Itsuki,Ramen Tonkotudou Kumamoto Noodles,Pack,Japan,0.75,
666,Lishan,Black Rooster Chicken,Pack,Taiwan,1.5,
973,Annie Chun's,Ramen House Spicy Chicken Ramen,Pack,USA,4,
2085,Fuku,Superior Soup Instant Rice Vermicelli,Bowl,Hong Kong,5,
2475,Maruchan,Seimen Red Spicy Dandan Men,Bowl,Japan,4.75,
930,Maruchan,35% Less Sodium Beef,Cup,USA,3.5,
1835,Vit's,Taste Of Malaysia Penang Asam Laksa Ramen,Pack,Malaysia,5,
1658,ChoripDong,Hurricane Rice Cake (Topokki),Bowl,South Korea,5,
1060,Star Anise Foods,Happy Pho Vietnamese Brown Rice Noodle Soup Garlic Goodness,Pack,USA,3.75,
119,Ve Wong,Artificial Pork & Chicken,Pack,Taiwan,3.4,
1254,Four Seas,Sesame Oil Chicken Flavour Instant Noodle,Bowl,Hong Kong,2.75,
1911,Nissin,Emergency Chikin Ramen Cup Noodle,Cup,Japan,5,
1665,Paldo Vina,Koreno Premium Mushroom Flavor,Pack,Vietnam,1.5,
1155,Komforte Chockolates,Savory Ramen ,Bar,USA,5,
2349,Fantastic,Noodles Chicken & Corn Flavour,Cup,Australia,3,
1106,Nissin,Raoh Rich Soy Sauce With Roast Pork (2 Slices),Bowl,Japan,4.5,
1359,Mamee,Chef Curry Laksa Flavour,Cup,Malaysia,5,
591,Batchelors,Super Noodles To Go Chinese Space Rib,Bowl,UK,2.5,
1480,Paldo,Jjol Bibim Men,Pack,South Korea,4,
287,Paldo,King Cup Lobster,Cup,South Korea,3.75,
1259,Eat & Go,Chicken Onion Mi Instan Cup,Cup,Indonesia,3.75,
692,Samyang,Assorted Vegetable Ramen,Pack,South Korea,3.75,
658,Paldo,Hwa King Cup,Cup,South Korea,3.5,
407,Ottogi,Snack Ramyon,Cup,South Korea,3.5,
1893,Nissin,Cup Noodle Sio,Cup,Japan,5,
157,Nissin,Sotanghon,Cup,Philippines,2,
1973,Nissin,Cup Noodles Sabor Calabresa,Pack,Brazil,4.25,
796,Vina Acecook,Kingcook Vegetable,Pack,Vietnam,3,
1772,JML,Spicy King Spicy Beef,Pack,China,5,
2040,Nissin,Cup Noodles Sabor Franhp Com Requeijao,Cup,Brazil,5,
